0.025000 3.801175 3.870808 7.671982 3.801175 1.740657 0.027444 3.870808 2.027079 1.794070 -64.959792 -65.044103 
0.050000 6.001601 4.820276 10.821877 6.001601 4.084343 -0.272408 4.820276 3.176986 -0.820083 -64.788192 -65.030756 
0.075000 4.193478 -0.358343 3.835134 4.193478 4.136401 -0.315487 -0.358343 -1.070762 1.590138 -64.885994 -65.123739 
0.100000 2.571300 2.772313 5.343613 2.571300 5.052483 -3.314111 2.772313 3.250125 -0.335960 -64.608664 -65.061166 
0.125000 1.710231 -1.192935 0.517296 1.710231 4.293618 -2.059159 -1.192935 -0.474738 -0.615869 -64.841150 -65.135955 
0.150000 2.173687 -4.044341 -1.870654 2.173687 3.083225 0.562910 -4.044341 -4.128170 0.505997 -65.254355 -65.240852 
0.175000 3.439096 -0.155512 3.283584 3.439096 7.744869 -2.633628 -0.155512 1.225096 -0.226806 -64.889124 -65.129065 
0.200000 7.236199 3.834107 11.070306 7.236199 11.801217 -3.880290 3.834107 6.488319 -4.339039 -64.564581 -65.010598 
0.225000 6.463861 4.821364 11.285224 6.463861 13.467926 -5.648042 4.821364 9.556370 -4.930120 -64.235614 -64.920936 
0.250000 4.029578 5.087019 9.116597 4.029578 11.864468 -5.589937 5.087019 11.222730 -7.178809 -64.222193 -64.873178 
0.275000 7.057825 11.816130 18.873956 7.057825 11.536420 -4.005005 11.816130 16.498108 -7.620673 -64.429297 -64.858229 
0.300000 8.783310 10.035133 18.818443 8.783310 15.302836 -5.543492 10.035133 17.888884 -9.023556 -64.118934 -64.796289 
0.325000 6.562372 8.254001 14.816373 6.562372 15.555864 -6.939574 8.254001 19.383606 -11.618671 -63.984680 -64.753488 
0.350000 8.058263 12.101423 20.159686 8.058263 16.396596 -7.221313 12.101423 24.093979 -13.611136 -64.015827 -64.718140 
0.375000 8.398693 9.954371 18.353064 8.398693 10.180385 -0.829158 9.954371 18.442383 -10.360615 -64.943007 -64.948851 
0.400000 10.409241 16.218679 26.627920 10.409241 9.509029 0.522341 16.218679 22.634078 -10.961292 -65.071648 -64.938315 
0.425000 10.011216 17.115097 27.126313 10.011216 10.929649 -0.197018 17.115097 25.362610 -12.747967 -64.841935 -64.857216 
0.450000 8.796378 19.665267 28.461646 8.796378 10.083871 -0.513466 19.665267 29.253746 -14.129975 -64.768089 -64.803406 
0.475000 8.565928 16.230030 24.795959 8.565928 4.279431 5.049849 16.230030 23.269981 -10.373090 -65.613929 -65.032528 
0.500000 8.823236 14.274833 23.098069 8.823236 2.214277 7.062447 14.274833 19.384631 -6.249183 -66.020363 -65.198901 
0.525000 11.518548 22.033333 33.551881 11.518548 4.474683 4.977504 22.033333 24.568702 -4.849465 -65.674176 -65.176981 
0.550000 9.375734 23.173534 32.549268 9.375734 4.679718 4.086242 23.173534 23.832811 -2.182034 -65.749175 -65.246149 
0.575000 5.830368 16.654144 22.484512 5.830368 0.995631 6.168045 16.654144 15.613610 2.270072 -66.247599 -65.453930 
0.600000 2.600120 14.960884 17.561004 2.600120 -1.616596 6.433750 14.960884 11.862378 6.048348 -66.568102 -65.589911 
0.625000 1.789711 16.566630 18.356341 1.789711 -3.640934 7.979923 16.566630 11.280124 5.339141 -66.932710 -65.649911 
0.650000 8.602721 24.054538 32.657260 8.602721 -1.336005 8.773289 24.054538 16.675502 5.365116 -66.877571 -65.647473 
0.675000 7.804740 27.023500 34.828240 7.804740 1.647694 6.404942 27.023500 19.818827 6.058378 -66.689089 -65.607035 
0.700000 9.364099 29.030597 38.394696 9.364099 -0.976461 9.426801 29.030597 18.305388 8.335111 -67.101302 -65.736847 
0.725000 7.952782 24.434240 32.387022 7.952782 -1.184245 9.716260 24.434240 15.553737 7.099998 -67.178317 -65.786860 
0.750000 8.012429 25.406584 33.419014 8.012429 0.538717 7.708024 25.406584 18.529954 6.247242 -67.105325 -65.789873 
0.775000 10.131488 28.510238 38.641726 10.131488 2.546720 5.680102 28.510238 21.589595 6.045049 -66.828223 -65.795925 
0.800000 6.575405 26.088210 32.663615 6.575405 3.528139 3.485573 26.088210 21.883065 2.298599 -66.750503 -65.775724 
0.825000 7.826268 23.984772 31.811039 7.826268 0.521200 5.793230 23.984772 18.380139 5.171083 -67.046755 -65.937695 
0.850000 6.613855 22.904120 29.517975 6.613855 4.099508 2.210189 22.904120 19.911236 2.857579 -66.622998 -65.879137 
0.875000 10.124637 24.221728 34.346364 10.124637 3.754834 4.559869 24.221728 19.043207 2.938365 -66.874392 -65.974505 
0.900000 9.302735 22.881551 32.184286 9.302735 3.656233 5.436740 22.881551 17.651226 2.465682 -67.048766 -66.010975 
0.925000 11.035649 25.339722 36.375371 11.035649 7.762195 3.170124 25.339722 21.811066 1.261848 -66.743193 -65.921457 
0.950000 16.609630 30.091590 46.701220 16.609630 12.028820 2.055396 30.091590 25.342956 3.271558 -66.453964 -65.908658 
0.975000 12.523206 28.861734 41.384940 12.523206 11.176654 0.659016 28.861734 24.335114 4.213801 -66.490190 -65.949305 
1.000000 8.515265 24.589979 33.105245 8.515265 11.019114 -0.925899 24.589979 23.189247 1.497743 -66.480847 -65.941445 
1.025000 5.989839 20.620815 26.610653 5.989839 6.992989 1.061562 20.620815 20.601193 -0.343876 -67.002778 -66.040756 
1.050000 6.822135 24.203846 31.025981 6.822135 8.175683 -0.119796 24.203846 25.072989 -1.540294 -66.986211 -65.995470 
1.075000 5.566928 21.198971 26.765899 5.566928 6.136664 1.126748 21.198971 22.334011 -0.759705 -67.362698 -66.095244 
1.100000 6.795058 19.759365 26.554423 6.795058 0.958880 5.087610 19.759365 18.102766 2.052945 -67.933977 -66.307631 
1.125000 7.221275 24.745327 31.966602 7.221275 3.315180 2.034131 24.745327 22.528425 2.036928 -67.652732 -66.287227 
1.150000 5.083901 23.542076 28.625977 5.083901 3.670775 0.431356 23.542076 21.889218 1.772789 -67.611684 -66.334951 
